row,100
notice              ,[14 15 20  9  3  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
notices             ,[14 15 20  9  3  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
notre               ,[14 15 20 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
notte               ,[14 15 20 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nouer               ,[14 15 21  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nourri              ,[14 15 21 18 18  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nourrice            ,[14 15 21 18 18  9  3  5  0  0  0  0  0  0  0  0  0  0  0  0]
nourrie             ,[14 15 21 18 18  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
nourrir             ,[14 15 21 18 18  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
nourris             ,[14 15 21 18 18  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
nourrissait         ,[14 15 21 18 18  9 19 19  1  9 20  0  0  0  0  0  0  0  0  0]
nourrissant         ,[14 15 21 18 18  9 19 19  1 14 20  0  0  0  0  0  0  0  0  0]
nourrissent         ,[14 15 21 18 18  9 19 19  5 14 20  0  0  0  0  0  0  0  0  0]
nourrissez          ,[14 15 21 18 18  9 19 19  5 26  0  0  0  0  0  0  0  0  0  0]
nourrit             ,[14 15 21 18 18  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
nourriture          ,[14 15 21 18 18  9 20 21 18  5  0  0  0  0  0  0  0  0  0  0]
nous                ,[14 15 21 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nouveau             ,[14 15 21 22  5  1 21  0  0  0  0  0  0  0  0  0  0  0  0  0]
nouveauté           ,[14 15 21 22  5  1 21 20 27  0  0  0  0  0  0  0  0  0  0  0]
nouveautés          ,[14 15 21 22  5  1 21 20 27 19  0  0  0  0  0  0  0  0  0  0]
nouveaux            ,[14 15 21 22  5  1 21 24  0  0  0  0  0  0  0  0  0  0  0  0]
nouvel              ,[14 15 21 22  5 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nouvelle            ,[14 15 21 22  5 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0]
nouvellement        ,[14 15 21 22  5 12 12  5 13  5 14 20  0  0  0  0  0  0  0  0]
nouvelles           ,[14 15 21 22  5 12 12  5 19  0  0  0  0  0  0  0  0  0  0  0]
novembre            ,[14 15 22  5 13  2 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
novice              ,[14 15 22  9  3  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
novus               ,[14 15 22 21 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noyer               ,[14 15 25  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noyé                ,[14 15 25 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noyée               ,[14 15 25 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noyés               ,[14 15 25 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nu                  ,[14 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nuage               ,[14 21  1  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nuages              ,[14 21  1  7  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nuances             ,[14 21  1 14  3  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
nudités             ,[14 21  4  9 20 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
nue                 ,[14 21  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nuire               ,[14 21  9 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nuise               ,[14 21  9 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nuisible            ,[14 21  9 19  9  2 12  5  0  0  0  0  0  0  0  0  0  0  0  0]
nuit                ,[14 21  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nuits               ,[14 21  9 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nul                 ,[14 21 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nulle               ,[14 21 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nullement           ,[14 21 12 12  5 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
nulles              ,[14 21 12 12  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nullité             ,[14 21 12 12  9 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
nume                ,[14 21 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
numi                ,[14 21 13  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nunc                ,[14 21 14  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nymphes             ,[14 25 13 16  8  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
né                  ,[14 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
néanmoins           ,[14 27  1 14 13 15  9 14 19  0  0  0  0  0  0  0  0  0  0  0]
néant               ,[14 27  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nécessaire          ,[14 27  3  5 19 19  1  9 18  5  0  0  0  0  0  0  0  0  0  0]
nécessairement      ,[14 27  3  5 19 19  1  9 18  5 13  5 14 20  0  0  0  0  0  0]
nécessaires         ,[14 27  3  5 19 19  1  9 18  5 19  0  0  0  0  0  0  0  0  0]
nécessité           ,[14 27  3  5 19 19  9 20 27  0  0  0  0  0  0  0  0  0  0  0]
nécessités          ,[14 27  3  5 19 19  9 20 27 19  0  0  0  0  0  0  0  0  0  0]
née                 ,[14 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
néglige             ,[14 27  7 12  9  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
négligeant          ,[14 27  7 12  9  7  5  1 14 20  0  0  0  0  0  0  0  0  0  0]
négligent           ,[14 27  7 12  9  7  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
négligeons          ,[14 27  7 12  9  7  5 15 14 19  0  0  0  0  0  0  0  0  0  0]
négliger            ,[14 27  7 12  9  7  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
négligera           ,[14 27  7 12  9  7  5 18  1  0  0  0  0  0  0  0  0  0  0  0]
négligé             ,[14 27  7 12  9  7 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
négligée            ,[14 27  7 12  9  7 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
négoce              ,[14 27  7 15  3  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
négociation         ,[14 27  7 15  3  9  1 20  9 15 14  0  0  0  0  0  0  0  0  0]
néron               ,[14 27 18 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nérée               ,[14 27 18 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
néréïdes            ,[14 27 18 27 38  4  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
nôtre               ,[14 33 20 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nôtres              ,[14 33 20 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
objectes            ,[15  2 10  5  3 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
objections          ,[15  2 10  5  3 20  9 15 14 19  0  0  0  0  0  0  0  0  0  0]
objet               ,[15  2 10  5 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
objets              ,[15  2 10  5 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
obligation          ,[15  2 12  9  7  1 20  9 15 14  0  0  0  0  0  0  0  0  0  0]
obligations         ,[15  2 12  9  7  1 20  9 15 14 19  0  0  0  0  0  0  0  0  0]
oblige              ,[15  2 12  9  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
obligea             ,[15  2 12  9  7  5  1  0  0  0  0  0  0  0  0  0  0  0  0  0]
obligeait           ,[15  2 12  9  7  5  1  9 20  0  0  0  0  0  0  0  0  0  0  0]
obligeante          ,[15  2 12  9  7  5  1 14 20  5  0  0  0  0  0  0  0  0  0  0]
obligeantes         ,[15  2 12  9  7  5  1 14 20  5 19  0  0  0  0  0  0  0  0  0]
obligeants          ,[15  2 12  9  7  5  1 14 20 19  0  0  0  0  0  0  0  0  0  0]
obligent            ,[15  2 12  9  7  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
obliger             ,[15  2 12  9  7  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
obligera            ,[15  2 12  9  7  5 18  1  0  0  0  0  0  0  0  0  0  0  0  0]
obligerai           ,[15  2 12  9  7  5 18  1  9  0  0  0  0  0  0  0  0  0  0  0]
obligerais          ,[15  2 12  9  7  5 18  1  9 19  0  0  0  0  0  0  0  0  0  0]
obligeras           ,[15  2 12  9  7  5 18  1 19  0  0  0  0  0  0  0  0  0  0  0]
obligerez           ,[15  2 12  9  7  5 18  5 26  0  0  0  0  0  0  0  0  0  0  0]
obliges             ,[15  2 12  9  7  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
obligez             ,[15  2 12  9  7  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
obligiez            ,[15  2 12  9  7  9  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
obligé              ,[15  2 12  9  7 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
obligée             ,[15  2 12  9  7 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
obligés             ,[15  2 12  9  7 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
obliquement         ,[15  2 12  9 17 21  5 13  5 14 20  0  0  0  0  0  0  0  0  0]
obscur              ,[15  2 19  3 21 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
obscurci            ,[15  2 19  3 21 18  3  9  0  0  0  0  0  0  0  0  0  0  0  0]
obscure             ,[15  2 19  3 21 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
obscures            ,[15  2 19  3 21 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
obscurité           ,[15  2 19  3 21 18  9 20 27  0  0  0  0  0  0  0  0  0  0  0]
obscurs             ,[15  2 19  3 21 18 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
observation         ,[15  2 19  5 18 22  1 20  9 15 14  0  0  0  0  0  0  0  0  0]
observations        ,[15  2 19  5 18 22  1 20  9 15 14 19  0  0  0  0  0  0  0  0]
observe             ,[15  2 19  5 18 22  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
observer            ,[15  2 19  5 18 22  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
observé             ,[15  2 19  5 18 22 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
observée            ,[15  2 19  5 18 22 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
observées           ,[15  2 19  5 18 22 27  5 19  0  0  0  0  0  0  0  0  0  0  0]
observés            ,[15  2 19  5 18 22 27 19  0  0  0  0  0  0  0  0  0  0  0  0]
obstacle            ,[15  2 19 20  1  3 12  5  0  0  0  0  0  0  0  0  0  0  0  0]
obstacles           ,[15  2 19 20  1  3 12  5 19  0  0  0  0  0  0  0  0  0  0  0]
obstinait           ,[15  2 19 20  9 14  1  9 20  0  0  0  0  0  0  0  0  0  0  0]
obstination         ,[15  2 19 20  9 14  1 20  9 15 14  0  0  0  0  0  0  0  0  0]
obstine             ,[15  2 19 20  9 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
obstinée            ,[15  2 19 20  9 14 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
obstinément         ,[15  2 19 20  9 14 27 13  5 14 20  0  0  0  0  0  0  0  0  0]
obséder             ,[15  2 19 27  4  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
obsédée             ,[15  2 19 27  4 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
obtenir             ,[15  2 20  5 14  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
obtenu              ,[15  2 20  5 14 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
obtenues            ,[15  2 20  5 14 21  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
obtiendrai          ,[15  2 20  9  5 14  4 18  1  9  0  0  0  0  0  0  0  0  0  0]
obtiendras          ,[15  2 20  9  5 14  4 18  1 19  0  0  0  0  0  0  0  0  0  0]
obtiennes           ,[15  2 20  9  5 14 14  5 19  0  0  0  0  0  0  0  0  0  0  0]
obtiens             ,[15  2 20  9  5 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
obtient             ,[15  2 20  9  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
obtint              ,[15  2 20  9 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
obéi                ,[15  2 27  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
obéie               ,[15  2 27  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
obéir               ,[15  2 27  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
obéira              ,[15  2 27  9 18  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
obéirais            ,[15  2 27  9 18  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0]
obéissance          ,[15  2 27  9 19 19  1 14  3  5  0  0  0  0  0  0  0  0  0  0]
obéissant           ,[15  2 27  9 19 19  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
obéissante          ,[15  2 27  9 19 19  1 14 20  5  0  0  0  0  0  0  0  0  0  0]
obéissantes         ,[15  2 27  9 19 19  1 14 20  5 19  0  0  0  0  0  0  0  0  0]
obéisse             ,[15  2 27  9 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
obéissez            ,[15  2 27  9 19 19  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
obéissons           ,[15  2 27  9 19 19 15 14 19  0  0  0  0  0  0  0  0  0  0  0]
obéit               ,[15  2 27  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
occasion            ,[15  3  3  1 19  9 15 14  0  0  0  0  0  0  0  0  0  0  0  0]
occasions           ,[15  3  3  1 19  9 15 14 19  0  0  0  0  0  0  0  0  0  0  0]
occidendi           ,[15  3  3  9  4  5 14  4  9  0  0  0  0  0  0  0  0  0  0  0]
occupa              ,[15  3  3 21 16  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
occupation          ,[15  3  3 21 16  1 20  9 15 14  0  0  0  0  0  0  0  0  0  0]
occupations         ,[15  3  3 21 16  1 20  9 15 14 19  0  0  0  0  0  0  0  0  0]
occupe              ,[15  3  3 21 16  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
occuper             ,[15  3  3 21 16  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
occuperons          ,[15  3  3 21 16  5 18 15 14 19  0  0  0  0  0  0  0  0  0  0]
occupé              ,[15  3  3 21 16 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
occupées            ,[15  3  3 21 16 27  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
occupés             ,[15  3  3 21 16 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
occurrence          ,[15  3  3 21 18 18  5 14  3  5  0  0  0  0  0  0  0  0  0  0]
occurrences         ,[15  3  3 21 18 18  5 14  3  5 19  0  0  0  0  0  0  0  0  0]
oceano              ,[15  3  5  1 14 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
octobre             ,[15  3 20 15  2 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
ode                 ,[15  4  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
odieuse             ,[15  4  9  5 21 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
odieuses            ,[15  4  9  5 21 19  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
odieux              ,[15  4  9  5 21 24  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oeil                ,[15  5  9 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oeillades           ,[15  5  9 12 12  1  4  5 19  0  0  0  0  0  0  0  0  0  0  0]
oenone              ,[15  5 14 15 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oeuf                ,[15  5 21  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oeufs               ,[15  5 21  6 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oeuvre              ,[15  5 21 22 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oeuvres             ,[15  5 21 22 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
offensait           ,[15  6  6  5 14 19  1  9 20  0  0  0  0  0  0  0  0  0  0  0]
offensant           ,[15  6  6  5 14 19  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
offensante          ,[15  6  6  5 14 19  1 14 20  5  0  0  0  0  0  0  0  0  0  0]
offense             ,[15  6  6  5 14 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
offenser            ,[15  6  6  5 14 19  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
offensera           ,[15  6  6  5 14 19  5 18  1  0  0  0  0  0  0  0  0  0  0  0]
offenserez          ,[15  6  6  5 14 19  5 18  5 26  0  0  0  0  0  0  0  0  0  0]
offenses            ,[15  6  6  5 14 19  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
offensez            ,[15  6  6  5 14 19  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
offensé             ,[15  6  6  5 14 19 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
offensée            ,[15  6  6  5 14 19 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
offensés            ,[15  6  6  5 14 19 27 19  0  0  0  0  0  0  0  0  0  0  0  0]
offert              ,[15  6  6  5 18 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
offerte             ,[15  6  6  5 18 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
offerts             ,[15  6  6  5 18 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
office              ,[15  6  6  9  3  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
offices             ,[15  6  6  9  3  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
officiers           ,[15  6  6  9  3  9  5 18 19  0  0  0  0  0  0  0  0  0  0  0]
officieuse          ,[15  6  6  9  3  9  5 21 19  5  0  0  0  0  0  0  0  0  0  0]
officieux           ,[15  6  6  9  3  9  5 21 24  0  0  0  0  0  0  0  0  0  0  0]
offraient           ,[15  6  6 18  1  9  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
offrais             ,[15  6  6 18  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
offrait             ,[15  6  6 18  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
offrande            ,[15  6  6 18  1 14  4  5  0  0  0  0  0  0  0  0  0  0  0  0]
offrandes           ,[15  6  6 18  1 14  4  5 19  0  0  0  0  0  0  0  0  0  0  0]
offrant             ,[15  6  6 18  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
offre               ,[15  6  6 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
offrent             ,[15  6  6 18  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
offres              ,[15  6  6 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
offrez              ,[15  6  6 18  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
offrir              ,[15  6  6 18  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
offrira             ,[15  6  6 18  9 18  1  0  0  0  0  0  0  0  0  0  0  0  0  0]
offriront           ,[15  6  6 18  9 18 15 14 20  0  0  0  0  0  0  0  0  0  0  0]
offris              ,[15  6  6 18  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
offrit              ,[15  6  6 18  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
offrons             ,[15  6  6 18 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
offusquent          ,[15  6  6 21 19 17 21  5 14 20  0  0  0  0  0  0  0  0  0  0]
offusquer           ,[15  6  6 21 19 17 21  5 18  0  0  0  0  0  0  0  0  0  0  0]
ogn                 ,[15  7 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oh                  ,[15  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oie                 ,[15  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oiseau              ,[15  9 19  5  1 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oiseuses            ,[15  9 19  5 21 19  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
oisif               ,[15  9 19  9  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oisifs              ,[15  9 19  9  6 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oisive              ,[15  9 19  9 22  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oisiveté            ,[15  9 19  9 22  5 20 27  0  0  0  0  0  0  0  0  0  0  0  0]
olive               ,[15 12  9 22  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
olympe              ,[15 12 25 13 16  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ombrage             ,[15 13  2 18  1  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
ombrages            ,[15 13  2 18  1  7  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
ombragée            ,[15 13  2 18  1  7 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
ombre               ,[15 13  2 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ombres              ,[15 13  2 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
omni                ,[15 13 14  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
omnia               ,[15 13 14  9  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
omnibus             ,[15 13 14  9  2 21 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
omnium              ,[15 13 14  9 21 13  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
on                  ,[15 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
oncle               ,[15 14  3 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ondas               ,[15 14  4  1 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
onde                ,[15 14  4  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ondes               ,[15 14  4  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ongle               ,[15 14  7 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ont                 ,[15 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
onze                ,[15 14 26  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
onzième             ,[15 14 26  9 28 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
opera               ,[15 16  5 18  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
opiniatria          ,[15 16  9 14  9  1 20 18  9  1  0  0  0  0  0  0  0  0  0  0]
opinion             ,[15 16  9 14  9 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0]
opinions            ,[15 16  9 14  9 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0]
